,ZrC,TiB2,HfC,LaB6,MoSi2,TaSi2,SiC,ZrB2,TaC,Mean Grain Size (um),Relative Density (%),Temperature (C),Time@Temp (s),Oxide Thickness (um)
0,11.11111111111111,11.11111111111111,11.11111111111111,11.11111111111111,11.11111111111111,11.11111111111111,11.11111111111111,11.11111111111111,11.11111111111111,7.0,89.995,1650.0,5000.0,552.52
1,17.647058823529413,5.88235294117647,17.647058823529413,5.88235294117647,17.647058823529413,5.88235294117647,17.647058823529413,5.88235294117647,5.88235294117647,10.5,94.9925,2075.0,7500.0,475.77
2,5.263157894736842,15.789473684210526,5.263157894736842,15.789473684210526,5.263157894736842,15.789473684210526,5.263157894736842,15.789473684210526,15.789473684210526,3.5,84.9975,1225.0,2500.0,368.1404
3,9.090909090909092,9.090909090909092,15.151515151515152,3.0303030303030303,21.21212121212121,21.21212121212121,3.0303030303030303,15.151515151515152,3.0303030303030303,5.25,87.49625,1437.5,3750.0,385.9484
4,18.91891891891892,18.91891891891892,2.702702702702702,13.513513513513514,8.108108108108109,8.108108108108109,13.513513513513514,2.702702702702702,13.513513513513514,12.25,97.49125,2287.5,8750.0,514.5904
5,14.285714285714285,2.857142857142857,8.571428571428571,8.571428571428571,2.857142857142857,14.285714285714285,20.0,20.0,8.571428571428571,8.75,92.49375,1862.5,6250.0,487.38699999999994
6,2.564102564102564,12.82051282051282,17.94871794871795,17.94871794871795,12.82051282051282,2.564102564102564,7.692307692307692,7.692307692307692,17.94871794871795,1.75,82.49875,1012.5,1250.0,392.7354
7,5.454545454545454,9.09090909090909,9.09090909090909,20.0,16.363636363636363,5.454545454545454,1.818181818181818,27.27272727272727,5.454545454545454,2.625,83.748125,1118.75,1875.0,372.52520000000004
8,13.924050632911392,16.455696202531644,16.455696202531644,3.79746835443038,1.2658227848101269,13.924050632911392,11.39240506329114,8.860759493670885,13.924050632911392,9.625,93.743125,1968.75,6875.0,530.0168
9,18.072289156626507,1.2048192771084338,10.843373493975903,18.072289156626507,6.024096385542169,8.433734939759036,15.66265060240964,13.253012048192772,8.433734939759036,13.125,98.740625,2393.75,9375.0,502.1904
10,9.333333333333334,12.0,1.3333333333333337,9.333333333333334,17.333333333333336,20.0,6.666666666666667,4.0,20.0,6.125,88.745625,1543.75,4375.0,638.4268
11,8.196721311475411,4.918032786885246,24.59016393442623,14.75409836065574,11.475409836065577,21.311475409836067,4.918032786885246,8.196721311475411,1.639344262295082,4.375,86.246875,1331.25,3125.0,353.4252
12,15.294117647058822,12.941176470588236,8.235294117647058,1.1764705882352942,17.647058823529413,5.88235294117647,12.941176470588236,15.294117647058822,10.588235294117649,11.375,96.241875,2181.25,8125.0,552.3704
13,12.32876712328767,9.58904109589041,4.10958904109589,17.80821917808219,15.068493150684931,12.32876712328767,20.54794520547945,1.36986301369863,6.849315068493151,7.875,91.244375,1756.25,5625.0,453.25019999999995
14,1.5384615384615383,23.07692307692308,16.923076923076923,7.6923076923076925,4.615384615384616,1.5384615384615383,10.76923076923077,13.846153846153848,20.0,0.875,81.249375,906.25,625.0,548.397
15,2.0408163265306123,10.20408163265306,18.36734693877551,8.843537414965986,6.122448979591836,7.482993197278911,11.564625850340136,18.36734693877551,17.006802721088434,1.3125,81.8740625,959.375,937.5,411.69880000000006
16,11.656441717791411,19.018404907975462,6.748466257668712,17.791411042944787,15.337423312883436,16.564417177914113,0.6134969325153374,6.748466257668712,5.521472392638037,8.3125,91.8690625,1809.375,5937.5,444.86
17,25.233644859813083,6.5420560747663545,2.803738317757009,4.672897196261682,15.887850467289718,2.803738317757009,8.411214953271028,17.75700934579439,15.887850467289718,11.8125,96.8665625,2234.375,8437.5,553.7904
18,8.94308943089431,18.69918699186992,15.447154471544716,17.073170731707318,0.8130081300813009,15.447154471544716,20.325203252032523,2.439024390243903,0.8130081300813009,4.8125,86.8715625,1384.375,3437.5,418.05559999999997
19,9.933774834437086,1.9867549668874167,9.933774834437086,5.960264900662252,13.90728476821192,15.2317880794702,13.90728476821192,9.933774834437086,19.205298013245034,6.5625,89.3703125,1596.875,4687.5,555.2934
20,18.562874251497007,11.377245508982035,18.562874251497007,14.97005988023952,2.9940119760479043,4.1916167664670665,2.9940119760479043,18.562874251497007,7.784431137724551,13.5625,99.3653125,2446.875,9687.5,466.11400000000003
21,16.083916083916083,7.6923076923076925,16.083916083916083,0.6993006993006993,9.090909090909092,21.67832167832168,9.090909090909092,4.895104895104895,14.685314685314683,10.0625,94.3678125,2021.875,7187.5,539.84
22,4.40251572327044,16.9811320754717,4.40251572327044,10.69182389937107,18.238993710691823,9.433962264150944,18.238993710691823,14.465408805031448,3.1446540880503147,3.0625,84.3728125,1171.875,2187.5,381.67220000000003
23,3.355704697986577,3.355704697986577,11.409395973154362,18.12080536912752,18.12080536912752,8.724832214765101,12.751677852348992,3.355704697986577,20.805369127516776,2.1875,83.1234375,1065.625,1562.5,396.2738
24,15.789473684210526,15.789473684210526,0.7518796992481203,8.270676691729323,8.270676691729323,21.804511278195488,2.255639097744361,15.789473684210526,11.278195488721805,9.1875,93.1184375,1915.625,6562.5,610.56
25,23.2,10.4,7.2,15.2,2.4,4.0,8.8,10.4,18.4,12.6875,98.1159375,2340.625,9062.5,484.8672
26,7.514450867052023,16.76300578034682,14.45086705202312,1.7341040462427746,10.982658959537572,12.13872832369942,15.60693641618497,16.76300578034682,4.0462427745664735,5.6875,88.1209375,1490.625,4062.5,444.7734
27,6.206896551724138,6.206896551724138,3.4482758620689653,21.379310344827587,4.827586206896552,11.724137931034482,15.862068965517242,11.724137931034482,18.620689655172413,3.9375,85.6221875,1278.125,2812.5,493.73560000000003
28,19.37984496124031,19.37984496124031,16.27906976744186,11.627906976744184,17.829457364341085,0.7751937984496124,5.426356589147287,0.7751937984496124,8.527131782945736,10.9375,95.6171875,2128.125,7812.5,555.7672
29,9.18918918918919,0.5405405405405406,15.675675675675675,12.432432432432432,16.756756756756758,13.513513513513514,8.108108108108109,13.513513513513514,10.27027027027027,7.4375,90.6196875,1703.125,5312.5,543.22
30,0.9523809523809524,16.190476190476193,12.38095238095238,6.666666666666667,14.285714285714286,8.571428571428573,29.52380952380953,8.571428571428573,2.857142857142857,0.4375,80.6246875,853.125,312.5,585.3022
31,1.075268817204301,6.093189964157706,13.978494623655914,13.261648745519713,16.129032258064516,14.695340501792115,6.093189964157706,15.412186379928317,13.261648745519713,0.65625,80.93703125,879.6875,468.75,530.8336
32,19.12568306010929,26.775956284153004,3.8251366120218577,2.73224043715847,7.103825136612022,4.918032786885246,26.775956284153004,6.0109289617486334,2.73224043715847,7.65625,90.93203125,1729.6875,5468.75,450.12699999999995
33,14.206128133704736,0.2785515320334262,6.406685236768802,14.763231197771589,8.07799442896936,15.877437325905293,9.192200557103064,16.434540389972145,14.763231197771589,11.15625,95.92953125,2154.6875,7968.75,490.9404
34,7.224334600760456,12.547528517110266,20.91254752851711,7.984790874524715,23.19391634980989,9.505703422053232,0.3802281368821292,10.26615969581749,7.984790874524715,4.15625,85.93453124999999,1304.6875,2968.75,366.88
35,13.043478260869565,4.3478260869565215,7.246376811594202,21.73913043478261,10.144927536231885,8.21256038647343,12.077294685990337,1.4492753623188406,21.73913043478261,5.90625,88.43328125,1517.1875,4218.75,547.3833999999999
36,16.076294277929154,11.1716621253406,12.806539509536783,3.542234332425068,14.441416893732969,13.351498637602178,15.53133514986376,9.536784741144414,3.542234332425068,12.90625,98.42828125,2367.1875,9218.75,428.35040000000004
37,12.250712250712253,7.122507122507123,17.94871794871795,17.37891737891738,10.541310541310542,0.2849002849002849,11.68091168091168,5.413105413105414,17.37891737891738,9.40625,93.43078125,1942.1875,6718.75,568.1533999999999
38,4.313725490196078,22.352941176470587,12.15686274509804,11.372549019607844,1.96078431372549,12.941176470588236,3.5294117647058822,20.0,11.372549019607844,2.40625,83.43578125,1092.1875,1718.75,375.6336
39,7.109004739336493,2.3696682464454977,24.17061611374408,4.265402843601896,4.265402843601896,17.535545023696685,9.95260663507109,10.90047393364929,19.431279620853083,3.28125,84.68515625,1198.4375,2343.75,366.86220000000003
40,15.309446254071664,12.052117263843648,6.188925081433225,13.355048859934854,13.355048859934854,1.6286644951140066,17.26384364820847,17.91530944625407,2.931596091205212,10.28125,94.68015625,2048.4375,7343.75,479.2468
41,19.5046439628483,6.5015479876161,0.9287925696594428,7.739938080495357,17.647058823529413,16.408668730650156,11.455108359133128,2.1671826625387,17.647058823529413,13.78125,99.67765625,2473.4375,9843.75,633.0104
42,10.652920962199312,18.213058419243985,12.027491408934708,19.58762886597938,8.59106529209622,7.216494845360825,1.718213058419244,13.402061855670103,8.59106529209622,6.78125,89.68265625,1623.4375,4843.75,395.58
43,8.12720848056537,10.247349823321557,9.540636042402827,0.3533568904593639,17.314487632508833,10.247349823321557,10.247349823321557,22.261484098939928,11.66077738515901,5.03125,87.18390625,1410.9375,3593.75,397.7068
44,14.511873350923482,16.094986807387862,15.567282321899736,8.70712401055409,4.485488126649076,16.094986807387862,16.094986807387862,8.179419525065963,0.2638522427440633,12.03125,97.17890625,2260.9375,8593.75,348.6272
45,14.606741573033707,4.868913857677903,16.10486891385768,6.367041198501873,0.3745318352059925,4.868913857677903,16.853932584269664,17.60299625468165,18.352059925093634,8.53125,92.18140625,1835.9375,6093.75,582.9302
46,2.978723404255319,19.148936170212767,4.680851063829787,20.85106382978724,14.04255319148936,19.148936170212767,5.531914893617022,6.382978723404255,7.23404255319149,1.53125,82.18640625,985.9375,1093.75,426.55719999999997
47,1.5197568389057752,4.5592705167173255,5.167173252279635,19.148936170212767,19.148936170212767,19.148936170212767,15.501519756838906,8.814589665653495,6.990881458966565,1.09375,81.56171875,932.8125,781.25,486.17879999999997
48,10.249307479224376,13.01939058171745,13.573407202216066,8.587257617728532,8.587257617728532,8.587257617728532,5.2631578947368425,16.897506925207757,15.23545706371191,8.09375,91.55671875,1782.8125,5781.25,517.63
49,21.285140562248998,12.449799196787149,13.25301204819277,18.875502008032125,6.024096385542168,18.875502008032125,1.2048192771084336,5.220883534136545,2.8112449799196786,11.59375,96.55421875,2207.8125,8281.25,361.6772
50,7.473309608540925,22.419928825622776,0.3558718861209964,5.338078291814947,16.725978647686834,5.338078291814947,12.455516014234874,16.01423487544484,13.87900355871886,4.59375,86.55921875,1357.8125,3281.25,489.8304
51,9.034267912772586,7.165109034267912,17.75700934579439,17.133956386292834,2.1806853582554515,2.1806853582554515,18.38006230529595,16.510903426791277,9.657320872274145,6.34375,89.05796875,1570.3125,4531.25,436.30699999999996
52,17.28045325779037,15.58073654390935,7.0821529745042495,6.515580736543909,11.04815864022663,11.04815864022663,7.64872521246459,5.94900849858357,17.84702549575071,13.34375,99.05296875,2420.3125,9531.25,527.9404
